LAT	LON	CODE	Synch_CHANGE	ColSD
58.5	-112.5	cana218	0.032034941	#C9ECF4
37.67	-92	mo024	0.03205538	#C9ECF4
33.47	-109.48	az518	0.032064005	#C9ECF4
40.05	-105.58	co517	0.032080722	#C9ECF4
29.62	94.67	chin045	0.032104971	#C9ECF4
45.92	-68.9	me016	0.032117338	#C9ECF4
43.3	10.4833	ital030	0.032136528	#C9ECF4
64.52	-138.32	cana125	0.032171774	#C9ECF4
-43.08	171.7	newz042	0.03217871	#C9ECF4
51.15	9.07	germ158	0.032189134	#C9ECF4
40.53	-105.15	co040	0.032202093	#C9ECF4
40.8	-105.18	co043	0.032202093	#C9ECF4
36.7	-96.38	ok004	0.032204896	#C9ECF4
-41.55	145.7	ausl028	0.032213978	#C9ECF4
39.93	31.38	turk001	0.032237564	#C9ECF4
33.77	-92.33	ar053	0.032248528	#C9ECF4
51.03	-119.05	cana161	0.03225436	#C9ECF4
51.03	-119.05	cana162	0.03225436	#C9ECF4
66.87	65.63	russ021w	0.032306591	#C9ECF4
49.97	-114.08	cana346	0.032332501	#C9ECF4
35.18	-93.58	ar013	0.032344386	#C9ECF4
46.37	8.03	swit139w	0.032356367	#C9ECF4
59.52	-133.5	cana365	0.032374619	#C9ECF4
54.58	-77.57	cana066	0.032409565	#C9ECF4
28.42	83.75	nepa001	0.0324378	#C9ECF4
49.52	-123.07	cana107	0.032443578	#C9ECF4
50.58	-116.28	cana396	0.032467853	#C9ECF4
35.62	-83.93	tn022	0.032468194	#C9ECF4
58.62	-93.83	cana272	0.032483762	#C9ECF4
49.83	18.33	czec1	0.032508851	#C9ECF4
36.57	-118.78	ca568	0.032528256	#C9ECF4
41.77	13.82	ital001	0.032535987	#C9ECF4
37.77	-119.77	ca576	0.032538334	#C9ECF4
59.58	59.17	russ003	0.032540901	#C9ECF4
64.55	26.52	finl016	0.032545102	#C9ECF4
28.98	99.93	chin021	0.032613183	#C9ECF4
35.78	36.02	syri003	0.032630801	#C9ECF4
36.03	74.58	paki002	0.032634034	#C9ECF4
36.57	-118.8	ca565	0.032634756	#C9ECF4
31.78	101.92	chin016	0.032637679	#C9ECF4
46.45	8.82	swit221	0.032676477	#C9ECF4
34.93	32.87	cypr002	0.032684677	#C9ECF4
41.77	23.38	bulg001	0.032696788	#C9ECF4
35	-113	az109	0.032699846	#C9ECF4
-7.12	111.37	indo002	0.032728751	#C9ECF4
48	7.77	swit215	0.032729614	#C9ECF4
34.3	-94.65	ok031	0.032735692	#C9ECF4
38.2	99.87	chin071	0.032758596	#C9ECF4
48.5	-66.92	cana325	0.032761174	#C9ECF4
42.18	78.18	russ156w	0.032768169	#C9ECF4
-40.05	-71.28	arge074	0.032770388	#C9ECF4
51.7	-116.52	cana444	0.032858365	#C9ECF4
53.93	-2.75	brit013	0.032875254	#C9ECF4
49.15	20.07	svk001	0.032875413	#C9ECF4
42.63	-91.13	ia030	0.032878863	#C9ECF4
37.72	-90.2	mo007	0.032883883	#C9ECF4
40.67	-105.52	co590	0.032916342	#C9ECF4
60.13	16.08	swed323	0.032924142	#C9ECF4
69.78	119.12	russ161w	0.032928968	#C9ECF4
60.42	-137.17	cana083	0.032950103	#C9ECF4
43.43	-73.92	ny034	0.032971926	#C9ECF4
44.67	-121.83	or067	0.033022359	#C9ECF4
66.88	51.95	russ058w	0.033039139	#C9ECF4
40.03	-122.87	ca555	0.033046201	#C9ECF4
28.35	84.15	nepa031	0.033067031	#C9ECF4
49.58	-114.2	cana137	0.033076584	#C9ECF4
16.78	120.72	ph001	0.033083361	#C9ECF4
43.13	-119.87	or018	0.03316953	#C9ECF4
-39.4	-70.8	arge004	0.033193647	#C9ECF4
46.33	7.78	swit125	0.033215871	#C9ECF4
46.33	7.63	swit119	0.033231216	#C9ECF4
49.78	10.5	germ1	0.03323515	#C9ECF4
44.0833	11.7667	ital038	0.033260135	#C9ECF4
54.82	-127.28	cana390	0.033290498	#C9ECF4
-35.18	173.75	newz078	0.03331372	#C9ECF4
50.75	15.55	czec001	0.033359808	#C9ECF4
70.37	103.27	russ217	0.033377127	#C9ECF4
-50.37	-72.78	arge063	0.03343117	#C9ECF4
67.57	-149.82	ak084	0.033437267	#C9ECF4
44.33	-103.43	sd003	0.033445168	#C9ECF4
54.72	-127.47	cana385	0.03345355	#C9ECF4
38.47	-78.47	va024	0.033476828	#C9ECF4
27.98	89.75	bt016	0.033478041	#C9ECF4
61.83	-147.33	ak010	0.03348811	#C9ECF4
46.02	-113.37	mt119	0.033504909	#C9ECF4
54.35	-6.65	brit058	0.033538978	#C9ECF4
62.45	-116.13	cana046	0.033570847	#C9ECF4
57.62	-152.28	ak12	0.033598083	#C9ECF4
43.5	-103.88	sd016	0.033604223	#C9ECF4
-41.25	-71.75	arge027	0.033606404	#C9ECF4
56.3	-132.28	ak100	0.033610983	#C9ECF4
34.93	32.87	cypr003	0.033629155	#C9ECF4
52.2	0.82	brit031	0.033637405	#C9ECF4
-45.2	167.65	newz054	0.033639141	#C9ECF4
39.28	-115.63	nv501	0.033639213	#C9ECF4
48.47	-120.5	wa061	0.033663852	#C9ECF4
37.62	-76.67	va023	0.033680015	#C9ECF4
16.6	-96.9	mexi029	0.033689313	#C9ECF4
24.83	-100.07	mexi024	0.033698236	#C9ECF4
62.17	-110.08	cana058	0.033699431	#C9ECF4
48.67	-121.33	wa092	0.033722764	#C9ECF4
60.63	-145.4	ak090	0.033743255	#C9ECF4
67.83	130.83	russ110w	0.033755349	#C9ECF4
50.6	-114.9	cana423	0.033760326	#C9ECF4
33.67	35.68	leba006	0.033789684	#C9ECF4
30.83	-98.52	tx024	0.033792674	#C9ECF4
44.37	5.62	fran5	0.033795538	#C9ECF4
53.13	-6.08	brit006	0.033801139	#C9ECF4
57.15	-62.3	cana310	0.033832535	#C9ECF4
51.14	-115.57	cana451	0.033848747	#C9ECF4
62.47	-114.3	cana289	0.03388422	#C9ECF4
61.72	8.47	norw015	0.033893099	#C9ECF4
43.18	-91.25	ia029	0.033899505	#C9ECF4
-36.22	175.03	newz089	0.033899505	#C9ECF4
39.82	-123.07	ca617	0.033966621	#C9ECF4
48	-124	wa088	0.034049624	#C9ECF4
67	27.12	finl019	0.034068009	#C9ECF4
53.48	-58.67	cana050	0.03408999	#C9ECF4
43.5	143.2	japa014	0.034113314	#C9ECF4
52.32	9.03	germ009	0.03412082	#C9ECF4
39.37	-114.72	nv509	0.034123084	#C9ECF4
-41.12	-71.8	arge099	0.034141662	#C9ECF4
50.93	-115.17	cana443	0.034150746	#C9ECF4
30.58	-88.02	ms002	0.034166245	#C9ECF4
46.32	-86.62	mi004	0.034243343	#C9ECF4
50.07	-93.52	cana246	0.034248693	#C9ECF4
47.77	-94.08	mn014	0.034255507	#C9ECF4
47.38	8.44	swit357	0.034279852	#C9ECF4
-37.07	175.13	newz092	0.034282658	#C9ECF4
68.53	28	finl022	0.034291901	#C9ECF4
40.22	-105.42	co527	0.034312658	#C9ECF4
60.43	-147.75	ak001	0.034313389	#C9ECF4
28.9	99.75	chin017	0.034314805	#C9ECF4
51.07	-115.78	cana421	0.034319298	#C9ECF4
37.85	-119.23	ca580	0.034332034	#C9ECF4
35.08	74.3	indi002	0.034348845	#C9ECF4
46.42	7.32	swit112	0.034355437	#C9ECF4
50.75	-115.32	cana352	0.034411146	#C9ECF4
41.35	-111.97	ut536	0.034423167	#C9ECF4
45.8	-78.2	cana033	0.034449854	#C9ECF4
40	-121	ca681	0.034457826	#C9ECF4
66.37	29.43	finl018	0.034476158	#C9ECF4
37.51	97.06	chin055	0.034476957	#C9ECF4
46.59	6.66	swit294	0.034484389	#C9ECF4
19.02	98.23	th006	0.034511782	#C9ECF4
37.5	-79.52	va010	0.034524554	#C9ECF4
61.3401	129.0844	russ200	0.034532461	#C9ECF4
47.15	7.8	swit145w	0.034576978	#C9ECF4
39.32	-120.35	ca074	0.034588596	#C9ECF4
36.42	-113.17	az029	0.034593304	#C9ECF4
36	-113	az032	0.034593304	#C9ECF4
42.27	-122.08	or027	0.034606166	#C9ECF4
50.25	-121.67	cana10	0.034624863	#C9ECF4
49.07	-93.9	cana245	0.034641016	#C9ECF4
58.88	-111	cana101	0.034648056	#C9ECF4
41.37	-111.95	ut537	0.034648838	#C9ECF4
68.67	159.08	russ195	0.034654472	#C9ECF4
41.33	13	ital002	0.034675586	#C9ECF4
36.73	-105.47	nm549	0.034681159	#C9ECF4
69.12	84.5	russ078w	0.034707206	#C9ECF4
60.75	-148.45	ak025	0.034714214	#C9ECF4
36.35	-106.52	nm026	0.034719251	#C9ECF4
39.33	29.08	turk037	0.034741927	#C9ECF4
61.65	29.08	finl3	0.034742534	#C9ECF4
43	-122.33	or078	0.034763483	#C9ECF4
36.57	-118.8	ca570	0.034792908	#C9ECF4
40.72	-105.58	co622	0.034807582	#C9ECF4
27.45	86.05	nepa022	0.034818529	#C9ECF4
39.45	-105.13	co541	0.034827811	#C9ECF4
40.92	-106.33	co613	0.034839224	#C9ECF4
41.77	-74.18	ny012	0.034846465	#C9ECF4
62.37	-143.05	ak074	0.034849167	#C9ECF4
40.37	-105.58	co532	0.034858629	#C9ECF4
57.5	-5.62	brit016	0.034861241	#C9ECF4
63.83	-137.38	cana383	0.034874019	#C9ECF4
44.78	-107.87	wy024	0.034880248	#C9ECF4
62.55	-113.87	cana293	0.034885276	#C9ECF4
50.88	-116.73	cana405	0.034892124	#C9ECF4
32.18	-98.5	tx012	0.034914368	#C9ECF4
27.38	89.32	bt017	0.034936283	#C9ECF4
37.07	-103.27	co570	0.034943018	#C9ECF4
36.68	-94.73	ok001	0.034972517	#C9ECF4
-43.08	171.7	newz028	0.034986295	#C9ECF4
43.95	-121.05	or094	0.035003968	#C9ECF4
43.88	88.12	chin014	0.035009394	#C9ECF4
62	-142	ak116	0.035010794	#C9ECF4
-41.15	-71.8	arge108	0.035043223	#C9ECF4
48.68	-120.63	wa067	0.035050768	#C9ECF4
43.75	-121.65	or046	0.035061052	#C9ECF4
44.33	-73.88	ny014	0.035063111	#C9ECF4
46.13	7.18	swit135	0.035065536	#C9ECF4
32.7	-106.35	nm562	0.035065902	#C9ECF4
37.05	-121	ca625	0.035102853	#C9ECF4
40.18	-2.08	spai011	0.035126057	#C9ECF4
55.82	160.17	russ015	0.035130286	#C9ECF4
70.43	143.93	russ187	0.035152826	#C9ECF4
27.43	86.28	nepa010	0.035192807	#C9ECF4
43.7	10.3	ital035	0.035236228	#C9ECF4
56.23	-67.72	cana062	0.035236531	#C9ECF4
48.98	103.23	mong012	0.035264277	#C9ECF4
61.93	95.15	russ175w	0.035307713	#C9ECF4
49.68	-93.67	cana263	0.03532391	#C9ECF4
56.92	-61.5	cana210	0.035329566	#C9ECF4
32.68	-109.88	az536	0.035329633	#C9ECF4
52.06	-116.43	cana350	0.035336732	#C9ECF4
50.02	-74.45	cana075	0.035347486	#C9ECF4
49.97	91	mong017	0.035396501	#C9ECF4
42.1	-1.1333	spai070	0.035410485	#C9ECF4
40.82	-4.05	spai035	0.035411132	#C9ECF4
34.77	-106.32	nm037	0.03541402	#C9ECF4
65.35	69.52	russ097w	0.035415491	#C9ECF4
37.17	-92.5	mo038	0.035467762	#C9ECF4
36.58	-105.5	nm569	0.035482104	#C9ECF4
60.07	-148.83	ak024	0.035508882	#C9ECF4
47.53	-115.9	id002	0.035538672	#C9ECF4
43.08	82.68	chin012	0.035539599	#C9ECF4
52.9	-118.08	cana026	0.035575763	#C9ECF4
55.63	-104.73	cana205	0.035620719	#C9ECF4
-40.33	-71.23	arge029	0.035646169	#C9ECF4
42.07	9.2	fran027	0.035685994	#C9ECF4
59.32	-129.84	cana374	0.035698616	#C9ECF4
47.02	7.48	swit150w	0.035714286	#C9ECF4
48.73	-120.65	wa072	0.035725884	#C9ECF4
37.72	-119.67	ca607	0.035736935	#C9ECF4
46.8	-121.88	wa091	0.03573953	#C9ECF4
46.02	-113.38	mt120	0.035748514	#C9ECF4
33.3	-109.73	az042	0.035750218	#C9ECF4
67.12	-150.08	ak048	0.035761064	#C9ECF4
51.3	-114.7	cana338	0.035768525	#C9ECF4
32.8	-105.9	nm573	0.035775744	#C9ECF4
37.98	-82.37	wv007	0.035776102	#C9ECF4
-37.47	-71.32	chil022	0.035782902	#C9ECF4
36.07	-104.35	nm577	0.035789119	#C9ECF4
54.75	-115.62	cana348	0.035798737	#C9ECF4
36.55	-118.89	ca659	0.035803266	#C9ECF4
67.97	88.92	russ028w	0.035803807	#C9ECF4
40.92	-106.33	co050	0.035805262	#C9ECF4
68.75	161.38	russ196	0.035835724	#C9ECF4
35.65	-78.88	nc7	0.035844718	#C9ECF4
38.68	-106.87	co061	0.035849827	#C9ECF4
-43.18	-71.7	arge072	0.035851146	#C9ECF4
60.65	-154.02	ak089	0.035856526	#C9ECF4
57.85	-103.83	cana196	0.03586133	#C9ECF4
36.6	30.02	turk017	0.03586303	#C9ECF4
38.77	-104.98	co524	0.035869941	#C9ECF4
39.28	28.93	turk030	0.035871141	#C9ECF4
44.63	6.78	fran035	0.035878736	#C9ECF4
40.33	-105.83	co546	0.035918928	#C9ECF4
62.17	44.42	russ051w	0.035936343	#C9ECF4
45.97	-117.72	or030	0.035938722	#C9ECF4
44.42	-114.25	id014	0.035944326	#C9ECF4
49.07	-97.32	cana183	0.035954883	#C9ECF4
44.97	-113.95	id005	0.03595853	#C9ECF4
57.62	-152.32	ak108	0.035978098	#C9ECF4
66.32	25.15	finl065	0.035986642	#C9ECF4
33.25	-108.5	nm061	0.036029466	#C9ECF4
-40.73	-71.1	arge070	0.036049244	#C9ECF4
46.3833	8.1	swit328	0.036068162	#C9ECF4
39.93	-105.28	co033	0.036120713	#C9ECF4
61.27	59.33	russ120w	0.036126637	#C9ECF4
-42.2	145.98	ausl013	0.036147845	#C9ECF4
50.95	-1.68	brit019	0.036166948	#C9ECF4
47.15	7.43	swit149w	0.036183979	#C9ECF4
41.33	-79.2	pa008	0.036192776	#C9ECF4
27.75	86.08	nepa002	0.036210834	#C9ECF4
-41.83	-71.77	arge089	0.036230838	#C9ECF4
48.35	107.47	mong021	0.036238156	#C9ECF4
40.57	-111.63	ut512	0.036242062	#C9ECF4
51.92	6.17	neth022	0.03625808	#C9ECF4
36.65	32.2	turk020	0.036284146	#C9ECF4
44.72	9.32	ital019	0.036288237	#C9ECF4
47.83	-121	wa115	0.036332086	#C9ECF4
43.93	-103.37	sd018	0.036367302	#C9ECF4
36.1	-109.38	az082	0.036373539	#C9ECF4
-38.7	177.2	newz009	0.03639769	#C9ECF4
61.42	8.98	norw006	0.036430906	#C9ECF4
35.33	74.8	paki018	0.036434994	#C9ECF4
36.45	-118.62	ca532	0.036452241	#C9ECF4
40.3	20.9	gree007	0.036457738	#C9ECF4
48.12	16.25	aust111	0.036480349	#C9ECF4
32.38	-110.68	az520	0.036486513	#C9ECF4
28.93	-102.62	mexi014	0.03650927	#C9ECF4
46.8	9.68	swit107	0.036509545	#C9ECF4
33.68	35.68	leba001	0.036524736	#C9ECF4
40.55	-105.83	co635	0.036546846	#C9ECF4
35.45	-105.73	nm038	0.036604195	#C9ECF4
60.1	-130.67	cana377	0.036616755	#C9ECF4
44.92	-87.23	wi007	0.036640622	#C9ECF4
34.74	-120	ca656	0.036643716	#C9ECF4
-40.7	-71.27	arge076	0.036657331	#C9ECF4
47.03	7.4	swit157w	0.036661162	#C9ECF4
49.9	-114.2	cana336	0.036662504	#C9ECF4
47.25	7.83	swit142w	0.036667473	#C9ECF4
60.57	59.55	russ099w	0.036670158	#C9ECF4
60.5	-153.88	ak087	0.036687388	#C9ECF4
37.75	-118.68	ca633	0.036690011	#C9ECF4
44.7	-118.55	or082	0.036692602	#C9ECF4
49.93	-97.1	cana181	0.036700342	#C9ECF4
34.17	-117.12	ca544	0.036739562	#C9ECF4
61.37	-128.35	cana378	0.036759261	#C9ECF4
70.95	132.98	russ114w	0.036792327	#C9ECF4
50.92	7.15	germ003	0.036809347	#C9ECF4
47.58	9.27	swit251	0.036834517	#C9ECF4
67.87	19.42	swed009	0.036869358	#C9ECF4
37.17	-108.52	co076	0.036885893	#C9ECF4
29.3	82.05	nepa020	0.036891457	#C9ECF4
32.83	-84.83	ga020	0.036895302	#C9ECF4
36.6	-118.7	ca597	0.036898917	#C9ECF4
34.65	75.47	indi007	0.03691742	#C9ECF4
62.73	-111.63	cana059	0.036975042	#C9ECF4
43.83	93.38	chin030	0.036978232	#C9ECF4
27.43	87.18	nepa004	0.036983133	#C9ECF4
69.32	28.13	finl061	0.037010962	#C9ECF4
48.88	-91.7	cana250	0.037021912	#C9ECF4
39.08	-115.43	nv515	0.037042192	#C9ECF4
43.75	-116.1	id015	0.03704555	#C9ECF4
37.87	-121.95	ca624	0.037046062	#C9ECF4
47.63	-116.47	id001	0.037082552	#C9ECF4
48	-120.6	wa060	0.037084958	#C9ECF4
56.83	118.83	russ173w	0.037098702	#C9ECF4
36.55	-105.38	nm015	0.037114187	#C9ECF4
46.88	6.57	swit204	0.037143938	#C9ECF4
51.15	9.08	germ154	0.037155907	#C9ECF4
68.77	32.8	russ096w	0.037157034	#C9ECF4
37	98.5	chin005	0.037181184	#C9ECF4
54.5	-122.5	cana093	0.037184733	#C9ECF4
51.13	-116.25	cana425	0.037208857	#C9ECF4
63.1	30.63	finl008	0.037214716	#C9ECF4
34.08	-91.07	ar021	0.037222173	#C9ECF4
66.82	65.58	russ224	0.037225521	#C9ECF4
67.5	70	russ223	0.0372408	#C9ECF4
37.25	97.75	chin067	0.037240925	#C9ECF4
47.93	-97.03	nd008	0.037245847	#C9ECF4
64.93	132.93	russ103w	0.037251202	#C9ECF4
42.3167	-0.4167	spai065	0.037254245	#C9ECF4
42.08	9.2	fran038	0.03727271	#C9ECF4
51.75	-116.22	cana097	0.037286077	#C9ECF4
37.38	-118.17	ca670	0.037290649	#C9ECF4
38.65	-91.5	mo015	0.037296132	#C9ECF4
32.27	77.17	indi013	0.037300022	#C9ECF4
36.67	29.92	turk006	0.037322735	#C9ECF4
65.45	60.58	russ123w	0.037344944	#C9ECF4
46.28	-113.15	mt116	0.03734987	#C9ECF4
46.45	8.2	swit244	0.037379773	#C9ECF4
49.23	20.08	pola035	0.037405817	#C9ECF4
45.97	-121.98	wa027	0.037411629	#C9ECF4
34.47	36.23	leba002	0.037435129	#C9ECF4
58.37	-111.5	cana217	0.037473532	#C9ECF4
39.18	-116.78	nv058	0.037511488	#C9ECF4
44.03	7.45	fran009	0.03751498	#C9ECF4
62.47	137.75	russ066w	0.037549967	#C9ECF4
42.55	-108.82	wy041	0.037588834	#C9ECF4
49.53	-97.22	cana185	0.037594439	#C9ECF4
37.9	-105.15	co632	0.037595649	#C9ECF4
40.75	-106.85	co581	0.037596823	#C9ECF4
61.67	-139.67	cana082	0.037601017	#C9ECF4
38.72	21.67	gree003	0.037611072	#C9ECF4
-42.67	146.27	ausl010	0.037631923	#C9ECF4
45.12	-117.02	or032	0.037640084	#C9ECF4
34.23	36.03	leba004	0.037685109	#C9ECF4
-39.08	-71.3	arge054	0.03770949	#C9ECF4
42.83	-122	or073	0.037723901	#C9ECF4
30.3	91.52	chin048	0.037735337	#C9ECF4
-38.38	-71.57	chil008	0.037736053	#C9ECF4
-39.31	-71.29	arge120	0.03775302	#C9ECF4
34.58	75.53	indi006	0.037755165	#C9ECF4
47.13	7.07	swit105	0.037755192	#C9ECF4
37.82	-119.55	ca572	0.037776304	#C9ECF4
43	-122.33	or076	0.037780865	#C9ECF4
40.78	-108.97	co616	0.037824651	#C9ECF4
46.15	8.99	swit225	0.03782551	#C9ECF4
35.13	-79.37	nc019	0.037830306	#C9ECF4
48.52	-113.37	mt122	0.037830733	#C9ECF4
37.08	30.52	turk036	0.037863264	#C9ECF4
28.23	83.42	nepa015	0.037877164	#C9ECF4
30.23	100.27	chin020	0.037890601	#C9ECF4
-7.03	110.27	indo006	0.03789364	#C9ECF4
-42.38	171.8	newz006	0.03791026	#C9ECF4
38.73	-106.8	co589	0.037923318	#C9ECF4
37.52	-118.17	ca669	0.037936793	#C9ECF4
65.12	-162.18	ak059	0.037987321	#C9ECF4
49.37	94.88	mong033	0.037991728	#C9ECF4
31.93	-109.27	az534	0.038056646	#C9ECF4
41.8	20.23	alb002	0.03805819	#C9ECF4
36.6	-118.7	ca596	0.038063795	#C9ECF4
55.13	159.12	russ212	0.038067229	#C9ECF4
61.05	-147.1	ak091	0.038102841	#C9ECF4
56.17	-76.55	cana159	0.038108393	#C9ECF4
50.87	85.23	russ136w	0.038108524	#C9ECF4
50.87	85.23	russ228	0.038114354	#C9ECF4
68.23	19.67	swed020w	0.038183253	#C9ECF4
63.42	13.18	swed015	0.038187017	#C9ECF4
67.47	76.77	russ092w	0.038204941	#C9ECF4
66.76	123.36	russ202	0.038218748	#C9ECF4
51.17	-114.67	cana135	0.038226827	#C9ECF4
-42.58	-71.95	arge094	0.03824751	#C9ECF4
-39.68	-71.22	arge017	0.038247937	#C9ECF4
38.4	-94.77	ks001	0.038309715	#C9ECF4
40.23	-115.53	nv512	0.038341849	#C9ECF4
-41.67	-71.42	arge056	0.038341904	#C9ECF4
40	-105.37	co578w	0.038341904	#C9ECF4
67.56	24.3	finl069	0.038374348	#C9ECF4
60.1	-134.68	cana1	0.038375843	#C9ECF4
56	-60	cana323	0.038390955	#C9ECF4
46.06	8.51	swit239	0.038400897	#C9ECF4
37.08	22.33	gree002	0.03840131	#C9ECF4
40.98	-105.67	co591	0.038419479	#C9ECF4
27.7	90.68	bt004	0.038439815	#C9ECF4
32.42	-5.25	morc001	0.038444503	#C9ECF4
47.35	8.59	swit366	0.038459141	#C9ECF4
37	-107.82	nm023	0.038481635	#C9ECF4
64.82	-163.7	ak034	0.038488508	#C9ECF4
50.6	-114.98	cana438	0.03849757	#C9ECF4
35.08	-83.18	nc006	0.038513613	#C9ECF4
55.43	25.95	lith001	0.038516927	#C9ECF4
40.7875	-4.0411	spai072	0.038517648	#C9ECF4
61.15	136.57	russ086w	0.038529685	#C9ECF4
41.15	-105.37	wy032	0.038540469	#C9ECF4
-43.05	171.63	newz050	0.038556082	#C9ECF4
59.35	-135.77	ak22	0.038565175	#C9ECF4
51.1667	8.9667	germ149	0.038570964	#C9ECF4
42.62	-72.97	ma002	0.038574603	#C9ECF4
39.33	-105.03	co553	0.038579331	#C9ECF4
48.73	-120.65	wa074	0.038585651	#C9ECF4
62.45	-116.13	cana052	0.038591508	#C9ECF4
37.5	-90.5	mo004	0.03859939	#C9ECF4
64.45	13.97	swed327	0.038636208	#C9ECF4
63.52	151.72	russ070w	0.038636532	#C9ECF4
44.83	15	yugo002	0.038659671	#C9ECF4
35.33	74.8	paki017	0.038660692	#C9ECF4
50.48	87.65	russ137w	0.038661499	#C9ECF4
54.77	-127.27	cana381	0.038671331	#C9ECF4
34.97	-108.18	nm580	0.038684215	#C9ECF4
47.3	-120.55	wa052	0.038687283	#C9ECF4
39.6	-105.9	co597	0.038688055	#C9ECF4
52.03	-77.85	cana065	0.038721533	#C9ECF4
33.53	-108.63	nm012	0.038721569	#C9ECF4
57.53	-5.35	brit026	0.038729833	#C9ECF4
60.38	57.12	russ104w	0.038740073	#C9ECF4
36.78	-76.88	va021	0.038776332	#C9ECF4
37.03	98.63	chin061	0.038782852	#C9ECF4
37.58	-113.85	ut511	0.038806442	#C9ECF4
47.66	8.76	swit356	0.038817232	#C9ECF4
48.47	-79.28	cana106	0.038829283	#C9ECF4
42.85	-109.63	wy043	0.0388435	#C9ECF4
48.12	16.25	aust109	0.038871014	#C9ECF4
49.9385	106.2011	mong035	0.038872039	#C9ECF4
-41.63	145.93	ausl002	0.038900343	#C9ECF4
43.09	-73.39	ny016	0.038904324	#C9ECF4
65.37	-145.93	ak042	0.038930756	#C9ECF4
37.5	-90.5	mo006	0.038937627	#C9ECF4
50.6	6.42	germ181	0.038951113	#C9ECF4
36.6	-118.7	ca595	0.03895633	#C9ECF4
57.7	-130	cana5	0.03897255	#C9ECF4
48.65	-91.22	cana264	0.03900963	#C9ECF4
-43.1	146.2	ausl035	0.039045549	#C9ECF4
48.15	24.52	ukr001	0.039049234	#C9ECF4
50.82	-119.9	cana147	0.039050017	#C9ECF4
34.5	-109.95	az099	0.039050572	#C9ECF4
38.83	-108.57	co629	0.039086798	#C9ECF4
39.78	-110.3	ut505	0.039103397	#C9ECF4
66.85	20.37	swed004	0.039110315	#C9ECF4
66.82	65.58	russ225	0.039122291	#C9ECF4
38.68	-117.23	nv055	0.039125664	#C9ECF4
49.25	20.07	pola028	0.039133866	#C9ECF4
54	-7	brit6	0.039153558	#C9ECF4
27.25	89.38	bt010	0.039156904	#C9ECF4
46.7	7.77	swit172w	0.039174712	#C9ECF4
68.13	27.45	finl058	0.039192139	#C9ECF4
42.15	79.46	kyrg013	0.039193423	#C9ECF4
32.7	-109.88	az512	0.039202502	#C9ECF4
51.65	-116.68	cana395	0.039233072	#C9ECF4
32.7	-109.93	az549	0.039263446	#C9ECF4
47.15	7.43	swit147w	0.03927922	#C9ECF4
43.58	-120.45	or060	0.039288678	#C9ECF4
36.07	-93.18	ar057	0.039289006	#C9ECF4
43.88	7.33	fran017	0.039306488	#C9ECF4
50.87	85.23	russ130w	0.039321163	#C9ECF4
46.97	6.82	swit218	0.039335273	#C9ECF4
54.88	-4.83	brit005	0.039337628	#C9ECF4
49.52	19.03	pola030	0.039345089	#C9ECF4
45.83	-117.8	or035	0.039355463	#C9ECF4
36.53	-106.02	nm581	0.039358988	#C9ECF4
40.15	-120.6	ca066	0.039378505	#C9ECF4
16.73	101.57	th002	0.039378858	#C9ECF4
48.77	97.12	mong013	0.039386276	#C9ECF4
36.38	-81.53	nc5	0.039399007	#C9ECF4
47.63	11.75	germ12	0.039399474	#C9ECF4
34.93	32.87	cypr018	0.039409164	#C9ECF4
50.17	-68.17	cana056	0.039410472	#C9ECF4
-39.4	-70.8	arge121	0.039412119	#C9ECF4
-37.48	-71.32	chil023	0.039470859	#C9ECF4
30.48	-98.15	tx053	0.03948221	#C9ECF4
52.27	16.8	pola012	0.03948922	#C9ECF4
31.45	-110.35	az556	0.039493294	#C9ECF4
47.03	7.4	swit156w	0.039499419	#C9ECF4
41.8	43.45	geor005	0.039516905	#C9ECF4
50.7	-121.45	cana238	0.039534995	#C9ECF4
47.85	-123.48	wa120	0.039568713	#C9ECF4
48.42	-120.05	wa045	0.039592519	#C9ECF4
47.9	107.45	mong004	0.039596523	#C9ECF4
57.33	-5.67	brit048w	0.039608398	#C9ECF4
67	-139	cana326	0.039612372	#C9ECF4
34.27	-117.28	ca536	0.039631559	#C9ECF4
47.5	-120.8	wa065	0.039637325	#C9ECF4
46.5	8.7667	swit348	0.039652697	#C9ECF4
46.07	-68.85	me015	0.039652748	#C9ECF4
37.92	-119.28	ca604	0.039654774	#C9ECF4
34.22	-117.22	ca550	0.039713321	#C9ECF4
71.33	93.83	russ124w	0.039729963	#C9ECF4
36.13	-111.88	az560	0.039734844	#C9ECF4
36.48	-88	tn028	0.039778995	#C9ECF4
36.48	-87.98	tn032	0.039778995	#C9ECF4
42.04	-74.31	ny023	0.039779166	#C9ECF4
45.75	-112.53	mt108	0.039783218	#C9ECF4
37.92	-119.23	ca603	0.039788564	#C9ECF4
43.78	-103.6	sd002	0.039789239	#C9ECF4
39.32	-106.08	co523	0.039816136	#C9ECF4
46.59	7.98	swit279	0.039819111	#C9ECF4
48.83	-118.3	wa003	0.039830559	#C9ECF4
57.55	-106.88	cana200	0.039837474	#C9ECF4
37.72	-111.93	ut514	0.039874056	#C9ECF4
36.67	-106.2	nm563	0.039881463	#C9ECF4
39.6	-108.8	co599	0.039888678	#C9ECF4
38.57	99.33	chin070	0.03989226	#C9ECF4
18.33	103.13	ls002	0.039900534	#C9ECF4
